 EE # ; Manufacturer ; Equipment Name ; Model ; Serial ; Status ; PO ; Category ; EIL ; Acquisition Date ; Total Asset Value ; Location ; Last inventory Date 
69537;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13653837;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;2215-111;10/2/16
69538;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13653839;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;4503-111;12/29/16
69539;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13653840;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;2501-111;1/6/17
69540;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13653843;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;2501-111;4/25/16
69541;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13653844;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;9202-111;1/5/17
69542;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13653845;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;9202-111;12/5/16
69543;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13653848;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;B0209-111;1/5/17
69544;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13653852;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;7502-111;1/5/17
69545;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13653853;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;6604-111;1/5/17
69546;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13653855;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;2501-111;1/6/17
69549;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13653865;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;B0209-111;12/14/16
69550;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13653868;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;7502-111;1/5/17
69551;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13653870;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;5600A-111;12/14/16
69552;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13653875;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;B0209-111;1/5/17
69553;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13653878;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;1138-111;12/14/16
69554;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13653883;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;7502-111;1/5/17
69555;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13653885;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;B0209-111;1/5/17
69556;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13653893;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;6604-111;1/9/17
69557;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13653896;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;1138-111;1/3/17
69558;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13653897;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;2501-111;1/3/17
69559;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13653902;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;B0209-111;12/14/16
69560;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13653909;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;2501-111;1/5/17
69561;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13653914;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;6604-111;1/5/17
69562;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13653920;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;4503-111;1/3/17
69563;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13653924;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;5600A-111;12/29/16
69564;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13653937;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;9202-111;1/3/17
69565;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13653943;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;4420-111;12/16/16
69566;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13653947;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;B0209-111;1/5/17
69567;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13653948;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;B0209-111;12/29/16
69568;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13653956;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;2459-111;10/2/16
69569;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13653963;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;7502-111;12/17/16
69570;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13653966;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;5600A-111;1/5/17
69571;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13653967;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;4503-111;12/7/16
69572;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13653983;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;2501-111;1/6/17
69573;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13653985;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;6604-111;12/5/16
69574;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13653986;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;2180-111;12/5/16
69575;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13653991;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;B0209-111;4/19/16
69576;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13653998;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;B0209-111;12/14/16
69577;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654000;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;4503-111;12/29/16
69579;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654004;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;4420-111;12/6/16
69580;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654006;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;1138-111;1/5/17
69581;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654007;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;B0209-111;12/5/16
69582;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654008;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;2501-111;1/3/17
69583;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654011;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;B0209-111;1/6/17
69584;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654012;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;1138-111;12/5/16
69585;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654013;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;2501-111;1/3/17
69586;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654015;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;4420-111;1/3/17
69587;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654019;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;2209-111;12/14/16
69588;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654020;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;B0209-111;1/3/17
69589;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654021;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;1138-111;1/3/17
69590;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654022;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;B0209-111;12/17/16
69591;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654025;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;1138-111;12/29/16
69592;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654027;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;2501-111;1/3/17
69593;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654028;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;6604-111;12/6/16
69594;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654030;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;1138-111;1/5/17
69595;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654032;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;2125-111;10/1/16
69596;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654033;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;B0209-111;1/5/17
69597;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654035;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;B0209-111;1/5/17
69598;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654036;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;135A-144;12/5/16
69600;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654038;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;4503-111;1/3/17
69601;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654041;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;B0209-111;12/5/16
69602;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654044;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;B0209-111;12/5/16
69603;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654045;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;2501-111;1/6/17
69605;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654051;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;4420-111;12/29/16
69606;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654053;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;1138-111;1/5/17
69607;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654054;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;9202-111;12/29/16
69608;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654056;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;B0209-111;12/5/16
69609;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654057;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;2501-111;1/5/17
69610;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654059;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;B0209-111;12/5/16
69611;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654061;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;2209-111;12/5/16
69612;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654062;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;B0209-111;1/5/17
69613;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654064;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;B0209-111;12/5/16
69614;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654067;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;B0209-111;12/5/16
69616;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654072;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;2501-111;1/5/17
69617;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654073;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;2180-111;1/5/17
69618;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654074;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;7502-111;1/9/17
69619;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654075;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;4420-111;12/5/16
69620;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654076;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;2155-111;10/2/16
69621;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654077;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;5600A-111;12/29/16
69622;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654080;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;B0209-111;1/3/17
69623;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654081;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;7502-111;1/5/17
69624;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654083;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;4420-111;12/14/16
69625;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654085;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;1138-111;1/3/17
69627;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654087;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;4503-111;1/5/17
69628;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654088;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;B0209-111;1/3/17
69629;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654090;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;B0209-111;4/25/16
69630;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654092;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;2180-111;12/5/16
69631;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654093;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;C008-70;1/5/17
69632;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654096;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;6604-111;1/3/17
69633;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654097;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;2501-111;1/3/17
69634;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654098;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;4503-111;1/5/17
69635;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654099;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;B0209-111;12/5/16
69636;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654101;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;7502-111;1/5/17
69637;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654106;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;7502-111;1/3/17
69638;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654108;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;1138-111;12/5/16
69639;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654109;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;B0209-111;1/5/17
69640;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654110;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;2501-111;1/5/17
69641;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654116;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;1138-111;1/3/17
69642;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654117;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;4420-111;1/6/17
69643;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654118;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;1138-111;1/5/17
69644;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654119;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;4503-111;1/5/17
69645;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654120;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;B0209-111;12/29/16
69646;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654121;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;2501-111;1/5/17
69647;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654133;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;B0209-111;12/29/16
69648;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654134;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;10147-111;12/2/16
69649;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654135;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;7502-111;6/29/16
69650;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654138;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;6604-111;12/5/16
69651;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654141;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;B0209-111;1/5/17
69652;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654144;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;4503-111;1/5/17
69653;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654147;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;2501-111;1/3/17
69654;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654164;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;1225H-111;10/5/16
69655;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654169;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;B0209-111;1/5/17
69656;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654172;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;7502-111;1/5/17
69657;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654173;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;5501-111;12/6/16
69658;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654183;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;B0209-111;4/25/16
69659;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654186;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;B0209-111;12/17/16
69660;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654189;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;2501-111;1/3/17
69661;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654192;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;4420-111;1/5/17
69662;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654193;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;4503-111;12/29/16
69663;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654195;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;5501-111;12/5/16
69664;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654197;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;1138-111;12/6/16
69665;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654198;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;4420-111;1/3/17
69666;CAREFUSION SOLUTIONS LLC;INFUSION PUMP;ALARIS PUMP MODULE 8100;13654199;IN USE;695-G20001;INFUSION PUMPS: GENERAL-PURPOSE;422;4/23/12;3476,42;9602-111;1/5/17
